,Model_name,Racket_type,Weight,Brand,Grip_size,Color,Tension,Material,Head_shape,Price,Playing_level
276,LightSpeed Neutrino,head light,77,NeutrinoTech,G5,Neutrino Blue/Quantum White,26,neutrino-light carbon,isometric,1700,Intermediate
277,Precision Eagle,even balance,81,EagleTech,G3,Eagle Brown/Sky Blue,28,eagle-eye graphite,oval,1800,Advanced
278,Tornado Derecho,head heavy,85,DerechoForce,G4,Derecho Green/Storm Gray,29,derecho-resistant carbon,isometric,2050,Professional
280,Supernova Flare,head heavy,87,FlareTech,G4,Supernova Red/Cosmic Black,30,flare-reinforced carbon,isometric,2150,Professional
281,Astro Voyager,even balance,83,VoyagerForce,G5,Astro Blue/Starlight Silver,28,voyager-grade graphite,oval,1950,Advanced
282,Feather Nimbus,head light,75,NimbusTech,G3,Nimbus Gray/Cloud White,25,nimbus-light carbon,isometric,1600,Intermediate
283,Titan Behemoth,head heavy,88,BehemothForce,G4,Behemoth Black/Titanium Gray,31,behemoth-strength graphite,oval,2200,Professional
284,Zephyr Sirocco,head light,76,SiroccoWing,G5,Sirocco Tan/Desert Gold,26,sirocco-flow carbon,isometric,1650,Intermediate
285,Quantum Singularity,even balance,82,SingularityTech,G3,Singularity Black/Event Horizon Blue,27,singularity-infused graphite,oval,1850,Advanced
286,Thunderbolt Odin,head heavy,86,OdinForce,G4,Odin Gold/Asgard Silver,29,odin-power carbon,isometric,2100,Professional
287,Swift Meteor,head light,77,MeteorSpeed,G5,Meteor Gray/Flame Orange,25,meteor-grade graphite,oval,1700,Intermediate
288,Vortex Tempest,even balance,84,TempestTech,G3,Tempest Blue/Lightning White,28,tempest-resistant carbon,isometric,1900,Advanced
289,Cyclone Mistral,head heavy,87,MistralForce,G4,Mistral Green/Sea Foam,30,mistral-proof graphite,oval,2150,Professional
290,Stealth Shadowblade,head light,76,ShadowbladeTech,G5,Shadow Black/Ninja Gray,26,shadowblade-light carbon,isometric,1650,Intermediate
291,Hurricane Blizzard,even balance,83,BlizzardForce,G3,Blizzard White/Ice Blue,28,blizzard-resistant graphite,oval,1950,Advanced
292,Phantom Banshee,head heavy,85,BansheeTech,G4,Banshee White/Spectral Green,29,banshee-grade carbon,isometric,2000,Professional
293,Cosmic Quasar,head light,78,QuasarTech,G5,Quasar Purple/Galactic Silver,25,quasar-infused graphite,oval,1750,Intermediate
294,AirStream Jetstream,even balance,82,JetstreamTech,G3,Jetstream Blue/Cloud White,27,jetstream-flow carbon,isometric,1850,Advanced
300,Galactic Nova,head heavy,87,NovaTech,G4,Galactic Purple/Stardust Silver,30,nova-reinforced carbon,isometric,2150,Professional
301,Zenith Peak,even balance,83,PeakForce,G5,Zenith Blue/Summit White,28,peak-grade graphite,oval,1950,Advanced
302,Feather Gossamer,head light,75,GossamerTech,G3,Gossamer White/Mist Gray,25,gossamer-light carbon,isometric,1600,Intermediate
303,Titan Leviathan,head heavy,88,LeviathanForce,G4,Leviathan Blue/Deep Sea Black,31,leviathan-strength graphite,oval,2200,Professional
304,Zephyr Boreas,head light,76,BoreasWing,G5,Boreas Silver/Arctic Blue,26,boreas-flow carbon,isometric,1650,Intermediate
305,Quantum Paradox,even balance,82,ParadoxTech,G3,Paradox Black/Schrodinger's Blue,27,paradox-infused graphite,oval,1850,Advanced
306,Thunderbolt Raijin,head heavy,86,RaijinForce,G4,Raijin Gold/Storm Gray,29,raijin-power carbon,isometric,2100,Professional
307,Swift Cheetah,head light,77,CheetahSpeed,G5,Cheetah Orange/Savannah Tan,25,cheetah-grade graphite,oval,1700,Intermediate
308,Vortex Tsunami,even balance,84,TsunamiTech,G3,Tsunami Blue/Wave White,28,tsunami-resistant carbon,isometric,1900,Advanced
312,Phantom Specter,head heavy,85,SpecterTech,G4,Specter Gray/Ectoplasm Green,29,specter-grade carbon,isometric,2000,Professional
314,AirStream Slipstream,even balance,82,SlipstreamTech,G3,Slipstream Silver/Sky Blue,27,slipstream-flow carbon,isometric,1850,Advanced
315,Titan Prometheus,head heavy,86,PrometheusForce,G4,Prometheus Orange/Olympian Gold,30,prometheus-strength graphite,oval,2100,Professional
316,LightSpeed Lumina,head light,77,LuminaTech,G5,Lumina White/Prism Rainbow,26,lumina-light carbon,isometric,1700,Intermediate
317,Precision Osprey,even balance,81,OspreyTech,G3,Osprey Gray/Ocean Blue,28,osprey-eye graphite,oval,1800,Advanced
318,Tornado Vortex,head heavy,85,VortexForce,G4,Vortex Purple/Whirlwind Silver,29,vortex-resistant carbon,isometric,2050,Professional
319,Kinetic Proton,dual balanced,84,ProtonTech,G5,Proton Red/Neutron Blue,28,proton-infused graphite,oval,1950,Advanced
320,Stellar Comet,head heavy,88,CometTech,G4,Comet Silver/Meteor Gray,30,comet-grade carbon,oval,2200,Professional
321,Aero Stratos,even balance,81,StratosForce,G3,Stratos Blue/Sky White,27,stratos-reinforced graphite,isometric,1850,Advanced
322,Whirlwind Gale,head light,76,GaleTech,G5,Gale White/Wind Gray,25,gale-light carbon,oval,1600,Intermediate
323,Magma Volcano,head heavy,87,VolcanoForce,G4,Volcano Red/Lava Black,31,volcano-strength graphite,isometric,2150,Professional
324,Breeze Zephyr,head light,75,ZephyrWing,G5,Zephyr Silver/Cloud Blue,26,zephyr-flow carbon,oval,1650,Intermediate
325,Nebula Eclipse,even balance,82,EclipseTech,G3,Eclipse Black/Starry Blue,28,eclipse-infused graphite,isometric,1900,Advanced
326,Lightning Bolt,head heavy,85,BoltForce,G4,Bolt Gold/Storm Gray,29,bolt-power carbon,oval,2050,Professional
327,Speedster Jaguar,head light,77,JaguarSpeed,G5,Jaguar Orange/Forest Tan,25,jaguar-grade graphite,isometric,1700,Intermediate
328,Tempest Typhoon,even balance,83,TyphoonTech,G3,Typhoon Blue/Wave White,27,typhoon-resistant carbon,oval,1950,Advanced
329,Twister Cyclone,head heavy,86,CycloneForce,G4,Cyclone Red/Tornado Gray,30,cyclone-proof graphite,isometric,2100,Professional
331,Storm Surge,even balance,84,SurgeForce,G3,Surge Green/Storm Silver,28,surge-resistant graphite,isometric,2000,Advanced
332,Shadow Specter,head heavy,87,SpecterForce,G4,Specter Gray/Ectoplasm Green,30,specter-grade carbon,oval,2150,Professional
333,Celestial Nova,head light,78,NovaWing,G5,Nova Pink/Starry Blue,25,nova-infused graphite,isometric,1750,Intermediate
334,AirFlow Stream,even balance,82,StreamTech,G3,Stream Silver/Sky Blue,27,stream-flow carbon,oval,1900,Advanced
335,Blaze Prometheus,head heavy,86,PrometheusWing,G4,Prometheus Orange/Olympian Gold,30,prometheus-strength graphite,isometric,2100,Professional
338,Twister Tornado,head heavy,85,TornadoWing,G4,Tornado Purple/Whirlwind Silver,29,tornado-resistant carbon,oval,2050,Professional
340,Aurora Polaris,head light,76,PolarisTech,G5,Polaris White/Aurora Green,25,polaris-light carbon,oval,1600,Intermediate
341,Meteor Blaze,head heavy,88,BlazeForce,G4,Blaze Orange/Meteor Black,31,blaze-grade graphite,isometric,2200,Professional
342,Nimbus Sky,even balance,82,SkyTech,G3,Sky Blue/Cloud White,27,sky-reinforced graphite,oval,1850,Advanced
343,Gust Tempest,head light,75,TempestWing,G5,Tempest White/Wind Gray,26,tempest-flow carbon,isometric,1650,Intermediate
344,Inferno Magma,head heavy,87,MagmaForce,G4,Magma Red/Flame Black,30,inferno-strength graphite,oval,2150,Professional
345,Cyclone Twister,even balance,84,TwisterTech,G3,Twister Blue/Wind White,28,twister-infused graphite,isometric,1900,Advanced
347,Panther Swift,head light,77,SwiftTech,G5,Swift Orange/Jungle Tan,25,swift-grade graphite,isometric,1700,Intermediate
348,Tempest Surge,even balance,83,SurgeTech,G3,Surge Blue/Wave White,27,surge-resistant carbon,oval,1950,Advanced
349,Typhoon Hurricane,head heavy,86,HurricaneForce,G4,Hurricane Red/Storm Gray,30,hurricane-proof graphite,isometric,2100,Professional
350,Mirage Phantom,head light,76,PhantomWing,G5,Phantom Black/Ghost Silver,26,phantom-light carbon,oval,1650,Intermediate
351,Storm Cyclone,even balance,84,CycloneWing,G3,Cyclone Green/Storm Silver,28,cyclone-resistant graphite,isometric,2000,Advanced
352,Specter Shadow,head heavy,87,ShadowTech,G4,Shadow Gray/Ectoplasm Green,30,shadow-grade carbon,oval,2150,Professional
353,Starlight Nova,head light,78,NovaForce,G5,Nova Pink/Starlight Blue,25,nova-infused graphite,isometric,1750,Intermediate
354,Streamline AirFlow,even balance,82,AirFlowTech,G3,AirFlow Silver/Sky Blue,27,airflow-flow carbon,oval,1900,Advanced
355,Prometheus Blaze,head heavy,86,BlazeWing,G4,Blaze Orange/Olympian Gold,30,prometheus-strength graphite,isometric,2100,Professional
356,Luminous Aurora,head light,77,AuroraWing,G5,Aurora White/Prism Green,26,aurora-light carbon,oval,1700,Intermediate
357,Falcon Precision,even balance,81,PrecisionTech,G3,Precision Gray/Ocean Blue,28,precision-eye graphite,isometric,1800,Advanced
359,Proton Kinetic,dual balanced,84,KineticTech,G5,Kinetic Red/Neutron Blue,28,kinetic-infused graphite,isometric,1950,Advanced
360,Orion Zenith,head heavy,88,ZenithForce,G4,Zenith Gold/Starlight White,31,zenith-grade graphite,oval,2200,Professional
361,Vega Nova,even balance,82,NovaWing,G3,Nova Silver/Galaxy Blue,27,vega-reinforced graphite,isometric,1850,Advanced
362,Breeze Feather,head light,75,FeatherTech,G5,Feather White/Light Gray,25,feather-light carbon,oval,1600,Intermediate
363,Inferno Lava,head heavy,87,LavaForce,G4,Lava Red/Charcoal Black,30,inferno-strength graphite,isometric,2150,Professional
364,Typhoon Storm,head light,76,StormWing,G5,Storm Gray/Tempest Blue,26,storm-flow carbon,oval,1650,Intermediate
365,Eclipse Cosmos,even balance,82,CosmosTech,G3,Cosmos Black/Nebula Blue,28,cosmos-infused graphite,isometric,1900,Advanced
366,Lightning Thunder,head heavy,85,ThunderForce,G4,Thunder Gold/Storm Gray,29,thunder-power carbon,oval,2050,Professional
367,Jaguar Speed,head light,77,SpeedTech,G5,Speed Orange/Savannah Tan,25,speed-grade graphite,isometric,1700,Intermediate
368,Typhoon Surge,even balance,83,SurgeWing,G3,Surge Blue/Wave White,27,surge-resistant carbon,oval,1950,Advanced
369,Twister Vortex,head heavy,86,VortexForce,G4,Vortex Red/Whirlwind Gray,30,vortex-proof graphite,isometric,2100,Professional
370,Ghost Phantom,head light,76,PhantomTech,G5,Phantom Black/Ghost Silver,26,ghost-light carbon,oval,1650,Intermediate
371,Cyclone Storm,even balance,84,StormTech,G3,Storm Green/Tempest Silver,28,cyclone-resistant graphite,isometric,2000,Advanced
372,Shadow Spectre,head heavy,87,SpectreForce,G4,Spectre Gray/Ectoplasm Green,30,spectre-grade carbon,oval,2150,Professional
373,Celestial Star,head light,78,StarTech,G5,Star Pink/Celestial Blue,25,celestial-infused graphite,isometric,1750,Intermediate
374,Aero Stream,even balance,82,StreamWing,G3,Stream Silver/Sky Blue,27,stream-flow carbon,oval,1900,Advanced
375,Blaze Inferno,head heavy,86,InfernoTech,G4,Inferno Orange/Olympian Gold,30,inferno-strength graphite,isometric,2100,Professional
376,Aurora Light,head light,77,LightTech,G5,Light White/Prism Green,26,aurora-light carbon,oval,1700,Intermediate
380,Orion Meteor,head heavy,88,MeteorForce,G4,Meteor Gold/Starlight White,31,meteor-grade graphite,oval,2200,Professional
381,Vega Zenith,even balance,82,ZenithWing,G3,Zenith Silver/Galaxy Blue,27,vega-reinforced graphite,isometric,1850,Advanced
382,Feather Breeze,head light,75,BreezeTech,G5,Breeze White/Light Gray,25,feather-light carbon,oval,1600,Intermediate
383,Inferno Flame,head heavy,87,FlameForce,G4,Flame Red/Charcoal Black,30,inferno-strength graphite,isometric,2150,Professional
384,Typhoon Gale,head light,76,GaleWing,G5,Gale Gray/Tempest Blue,26,gale-flow carbon,oval,1650,Intermediate
385,Eclipse Nebula,even balance,82,NebulaTech,G3,Nebula Black/Starry Blue,28,nebula-infused graphite,isometric,1900,Advanced
387,Panther Speed,head light,77,SpeedWing,G5,Speed Orange/Savannah Tan,25,speed-grade graphite,isometric,1700,Intermediate
390,Ghost Shadow,head light,76,ShadowWing,G5,Shadow Black/Ghost Silver,26,ghost-light carbon,oval,1650,Intermediate
391,Cyclone Typhoon,even balance,84,TyphoonTech,G3,Typhoon Green/Tempest Silver,28,cyclone-resistant graphite,isometric,2000,Advanced
392,Specter Phantom,head heavy,87,PhantomForce,G4,Phantom Gray/Ectoplasm Green,30,phantom-grade carbon,oval,2150,Professional
393,Celestial Comet,head light,78,CometTech,G5,Comet Pink/Celestial Blue,25,comet-infused graphite,isometric,1750,Intermediate
394,Aero Glide,even balance,82,GlideWing,G3,Glide Silver/Sky Blue,27,glide-flow carbon,oval,1900,Advanced
397,Falcon Sharp,even balance,81,SharpTech,G3,Sharp Gray/Ocean Blue,28,sharp-eye graphite,isometric,1800,Advanced
398,Twister Whirlwind,head heavy,85,WhirlwindTech,G4,Whirlwind Purple/Whirlwind Silver,29,whirlwind-resistant carbon,oval,2050,Professional
400,Orion Nova,head heavy,88,NovaForce,G4,Nova Gold/Starlight White,31,nova-grade graphite,oval,2200,Professional
401,Vega Meteor,even balance,82,MeteorWing,G3,Meteor Silver/Galaxy Blue,27,vega-reinforced graphite,isometric,1850,Advanced
402,Feather Light,head light,75,LightTech,G5,Light White/Light Gray,25,feather-light carbon,oval,1600,Intermediate
403,Inferno Blaze,head heavy,87,BlazeWing,G4,Blaze Red/Charcoal Black,30,inferno-strength graphite,isometric,2150,Professional
404,Typhoon Tempest,head light,76,TempestTech,G5,Tempest Gray/Tempest Blue,26,tempest-flow carbon,oval,1650,Intermediate
405,Eclipse Galaxy,even balance,82,GalaxyTech,G3,Galaxy Black/Starry Blue,28,galaxy-infused graphite,isometric,1900,Advanced
529,Whirlwind Force,head heavy,86,ForceTech,G4,Force Purple/Tornado Silver,29,whirlwind-grade carbon,oval,2070,Professional
530,Kinetic Gamma,dual balanced,83,GammaForce,G5,Gamma Red/Neutron Silver,28,gamma-infused graphite,isometric,1980,Advanced
531,Orion Comet,head heavy,88,CometTech,G4,Comet Gold/Star White,31,comet-grade graphite,oval,2250,Professional
532,Vega Pulsar,even balance,81,PulsarWing,G3,Pulsar Silver/Nebula Blue,27,pulsar-reinforced graphite,isometric,1880,Advanced
534,Inferno Scorch,head heavy,87,ScorchForce,G4,Scorch Red/Ember Black,30,scorch-strength graphite,isometric,2170,Professional
535,Typhoon Wave,head light,75,WaveWing,G5,Wave Gray/Ocean Blue,26,wave-flow carbon,oval,1670,Intermediate
536,Eclipse Solar,even balance,83,SolarTech,G3,Solar Black/Sun Blue,28,solar-infused graphite,isometric,1920,Advanced
538,Panther Agile,head light,76,AgileTech,G5,Agile Orange/Jungle Tan,25,agile-grade graphite,isometric,1720,Intermediate
541,Ghost Wraith,head light,76,WraithTech,G5,Wraith Black/Phantom Silver,26,wraith-light carbon,oval,1670,Intermediate
543,Shadow Phantom,head heavy,87,PhantomForce,G4,Phantom Gray/Ghost Green,30,phantom-grade carbon,oval,2170,Professional
544,Celestial Quasar,head light,78,QuasarTech,G5,Quasar Pink/Star Blue,25,quasar-infused graphite,isometric,1770,Intermediate
546,Blaze Firestorm,head heavy,86,FirestormTech,G4,Firestorm Orange/Olympian Gold,30,firestorm-strength graphite,isometric,2120,Professional
547,Aurora Spark,head light,77,SparkWing,G5,Spark White/Prism Green,26,spark-light carbon,oval,1720,Intermediate
548,Falcon Apex,even balance,81,ApexTech,G3,Apex Gray/Ocean Blue,28,apex-eye graphite,isometric,1820,Advanced
549,Twister Tempest,head heavy,85,TempestTech,G4,Tempest Purple/Whirlwind Silver,29,tempest-resistant carbon,oval,2070,Professional
550,Kinetic Quark,dual balanced,84,QuarkForce,G5,Quark Red/Neutron Blue,28,quark-infused graphite,isometric,1980,Advanced
551,Orion Nebula,head heavy,88,NebulaForce,G4,Nebula Gold/Starlight White,31,nebula-grade graphite,oval,2250,Professional
552,Vega Starburst,even balance,82,StarburstWing,G3,Starburst Silver/Galaxy Blue,27,starburst-reinforced graphite,isometric,1880,Advanced
553,Feather Lightwing,head light,75,LightwingTech,G5,Lightwing White/Light Gray,25,feather-light carbon,oval,1620,Intermediate
555,Typhoon Thunder,head light,76,ThunderTech,G5,Thunder Gray/Storm Blue,26,thunder-flow carbon,oval,1670,Intermediate
556,Eclipse Stellar,even balance,82,StellarTech,G3,Stellar Black/Nebula Blue,28,stellar-infused graphite,isometric,1920,Advanced
557,Lightning Spark,head heavy,85,SparkForce,G4,Spark Gold/Thunder Gray,29,lightning-power carbon,oval,2070,Professional
558,Panther Speedster,head light,77,SpeedsterTech,G5,Speedster Orange/Savannah Tan,25,speedster-grade graphite,isometric,1720,Intermediate
559,Typhoon Stormer,even balance,83,StormerWing,G3,Stormer Blue/Wave White,27,stormer-resistant carbon,oval,1970,Advanced
562,Cyclone Vortex,even balance,84,VortexTech,G3,Vortex Green/Tempest Silver,28,vortex-resistant graphite,isometric,2020,Advanced
565,Aero Streamer,even balance,82,StreamerTech,G3,Streamer Silver/Sky Blue,27,streamer-flow carbon,oval,1920,Advanced
568,Falcon Elite,even balance,81,EliteTech,G3,Elite Gray/Ocean Blue,28,elite-eye graphite,isometric,1820,Advanced
583,Hurricane Surge,even balance,82,SurgeTech,G3,Surge Green/Wind White,27,surge-infused graphite,isometric,1930,Advanced
585,Quasar Spark,head light,78,SparkTech,G5,Spark Pink/Star Silver,25,quasar-strength graphite,isometric,1800,Intermediate
586,Orbit Storm,even balance,84,StormWing,G3,Storm Blue/Cosmic White,28,orbit-resistant graphite,oval,1950,Advanced
587,Photon Radiance,head heavy,86,RadianceTech,G4,Radiance Gold/Light Silver,29,photon-infused carbon,isometric,2200,Professional
588,Nebula Comet,head light,76,CometWing,G5,Comet Black/Nebula Blue,26,nebula-light graphite,oval,1680,Intermediate
589,Volcano Inferno,head heavy,89,InfernoTech,G4,Inferno Orange/Crimson Red,32,volcano-reinforced carbon,isometric,2350,Professional
590,Aero Breeze,even balance,83,BreezeWing,G3,Breeze White/Sky Blue,27,aero-grade graphite,oval,1920,Advanced
591,Vortex Cyclone,head heavy,87,CycloneTech,G4,Cyclone Purple/Storm Gray,30,vortex-infused graphite,isometric,2180,Professional
592,Nova Starlight,head light,77,StarlightTech,G5,Starlight Silver/Night Black,26,nova-infused carbon,oval,1720,Intermediate
593,Comet Blaze,even balance,84,BlazeWing,G3,Blaze Red/Yellow Flame,28,comet-grade graphite,isometric,1960,Advanced
594,Stellar Radiance,head heavy,85,RadianceWing,G4,Radiance Silver/Star Gold,29,stellar-strength carbon,oval,2220,Professional
595,Aurora Flash,head light,78,FlashTech,G5,Flash White/Rainbow Blue,25,aurora-light graphite,isometric,1800,Intermediate
596,Tornado Storm,even balance,82,StormTech,G3,Storm Green/Wind White,27,tornado-reinforced carbon,oval,1930,Advanced
597,Meteor Lightning,head heavy,88,LightningWing,G4,Lightning Gold/Storm Silver,31,meteor-infused graphite,isometric,2300,Professional
598,Prism Light,head light,76,LightWing,G5,Light Pink/Prism White,26,prism-grade carbon,oval,1680,Intermediate
599,Cyclone Thunder,even balance,84,ThunderTech,G3,Thunder Blue/Storm Gray,28,cyclone-resistant graphite,isometric,1950,Advanced
600,Nova Starburst,head heavy,86,StarburstTech,G4,Starburst Gold/Night Black,29,nova-strength graphite,isometric,2200,Professional
601,Quasar Flame,head light,78,FlameWing,G5,Flame Orange/Star Silver,25,quasar-infused carbon,isometric,1800,Intermediate
605,Vortex Fury,head heavy,87,FuryWing,G4,Fury Purple/Storm Gray,30,vortex-infused graphite,isometric,2180,Professional
607,Comet Spark,even balance,84,SparkWing,G3,Spark Red/Yellow Flame,28,comet-grade graphite,isometric,1960,Advanced
608,Stellar Blaze,head heavy,85,BlazeWing,G4,Blaze Silver/Star Gold,29,stellar-strength carbon,oval,2220,Professional
609,Nebula Flash,head light,78,FlashWing,G5,Flash White/Nebula Blue,25,nebula-light graphite,isometric,1800,Intermediate
610,Tornado Surge,even balance,82,SurgeTech,G3,Surge Green/Wind White,27,tornado-reinforced carbon,oval,1930,Advanced
613,Cyclone Tempest,even balance,84,TempestWing,G3,Tempest Green/Storm Gray,28,cyclone-resistant graphite,isometric,1950,Advanced
614,Nova Lightning,head heavy,86,LightningTech,G4,Lightning Silver/Night Black,29,nova-strength graphite,isometric,2200,Professional
615,Quasar Blaze,head light,78,BlazeTech,G5,Blaze White/Star Silver,25,quasar-infused carbon,isometric,1800,Intermediate
616,Hurricane Storm,even balance,83,StormWing,G3,Storm Blue/Wind White,27,hurricane-reinforced graphite,oval,1920,Advanced
617,Inferno Volcanic,head heavy,89,VolcanoTech,G4,Volcanic Red/Crimson Black,32,inferno-strength graphite,isometric,2350,Professional
618,Aero Tempest,even balance,82,TempestTech,G3,Tempest White/Sky Blue,27,aero-light carbon,oval,1930,Advanced
619,Vortex Lightning,head heavy,87,LightningTech,G4,Lightning Purple/Storm Gray,30,vortex-infused graphite,isometric,2180,Professional
620,Orion Radiance,head light,77,RadianceWing,G5,Radiance Silver/Night Black,26,orion-strength carbon,oval,1720,Intermediate
622,Stellar Thunder,head heavy,85,ThunderTech,G4,Thunder Silver/Star Gold,29,stellar-strength carbon,oval,2220,Professional
623,Nebula Spark,head light,78,SparkTech,G5,Spark White/Nebula Blue,25,nebula-light graphite,isometric,1800,Intermediate
626,Photon Flash,head light,76,FlashTech,G5,Flash Pink/Light Blue,26,photon-grade carbon,oval,1680,Intermediate
628,Nova Inferno,head heavy,86,InfernoTech,G4,Inferno Silver/Night Black,29,nova-strength graphite,isometric,2200,Professional
629,Quasar Storm,head light,78,StormWing,G5,Storm White/Star Silver,25,quasar-infused carbon,isometric,1800,Intermediate
630,Hurricane Radiance,even balance,83,RadianceTech,G3,Radiance Blue/Wind White,27,hurricane-reinforced graphite,oval,1920,Advanced
632,Aero Surge,even balance,82,SurgeTech,G3,Surge White/Sky Blue,27,aero-light carbon,oval,1930,Advanced
633,Vortex Blaze,head heavy,87,BlazeTech,G4,Blaze Purple/Storm Gray,30,vortex-infused graphite,isometric,2180,Professional
634,Orion Flash,head light,77,FlashWing,G5,Flash Silver/Night Black,26,orion-strength carbon,oval,1720,Intermediate
635,Comet Radiance,even balance,84,RadianceWing,G3,Radiance Red/Yellow Flame,28,comet-grade graphite,isometric,1960,Advanced
636,Stellar Surge,head heavy,85,SurgeTech,G4,Surge Silver/Star Gold,29,stellar-strength carbon,oval,2220,Professional
637,Nebula Blaze,head light,78,BlazeWing,G5,Blaze White/Nebula Blue,25,nebula-light graphite,isometric,1800,Intermediate
638,Tornado Radiance,even balance,82,RadianceTech,G3,Radiance Green/Wind White,27,tornado-reinforced carbon,oval,1930,Advanced
